Genotype,Animal_ID,Test_Number,genotype,age,L_vs_R,Drag_step_number_(out_of_10),Max_speed,Shoulder_sh,Shoulder_rho,Shoulder_L,Shoulder_v,Iliac_Crest_L,Knee_sh,Knee_v,Elbow_Angle_Ravg,Elbow_Angle_min,Elbow_Angle_Rmin,Hip_Angle_Ravg,Hip_Angle_Max,Hip_Angle_std,Hip_Angle_Rmax,Ankle_Angle_std,Angle_Rmin,Angle_Ravg,wrist_step_length,wrist_step_height,wrist_trajectory_length,wrist_velocity_mean,wrist_velocity_std,elbow_step_length,elbow_step_height,elbow_trajectory_length,elbow_velocity_mean,elbow_velocity_std,shoulder_step_length,shoulder_velocity_std,thoracic_spine_step_length,thoracic_spine_step_height,thoracic_spine_trajectory_length,thoracic_spine_velocity_mean,thoracic_spine_velocity_std,iliac_crest_step_length,iliac_crest_step_height,iliac_crest_velocity_mean,iliac_crestt_velocity_std,hip_step_length,hip_step_height,hip_trajectory_length,hip_velocity_mean,hip_velocity_std,knee_step_length,knee_trajectory_length,knee_velocity_std,ankle_step_length,ankle_step_height,ankle_trajectory_length,ankle_velocity_mean,ankle_velocity_std,foot_step_length,foot_step_height,foot_trajectory_length,foot_velocity_mean,foot_velocity_std,elbow_angle_max,elbow_angle_mean,elbow_angle_std,elbow_anuglar_velocity_mean,elbow_angular_velocity_std,shoulder_angle_max,shoulder_angle_min,shoulder_angle_mean,shoulder_angle_std,shoulder_anuglar_velocity_mean,shoulder_angular_velocity_std,hip_angle_min,hip_angle_mean,hip_anuglar_velocity_mean,hip_angular_velocity_std,kne_angle_max,knee_angle_min,knee_angle_mean,knee_angle_std,knee_anuglar_velocity_mean,knee_angular_velocity_std,ankle_angle_max,ankle_angle_min,ankle_angle_mean,ankle_anuglar_velocity_mean,ankle_angular_velocity_std,
13mon_J20,307,7,20,13,'left',,,0.47282946,3.32946172,3.262872486,7.958225575,1.42622114,0.5150448,8.675376373,103.2744074,78.4810305,21.17831705,91.76350952,100.8387867,4.230443752,83.2390561,15.22791274,61.94224069,83.81487453,3.69055927,0.79199144,7.63195763,18.6145308,10.07187228,2.0092,0.62197572,4.224831485,10.30446704,6.181461394,1.11916742,2.892039016,0.93901682,0.30824589,2.600520273,6.342732374,3.849296476,1.42622114,0.34035921,8.314060494,3.878686124,1.48366284,0.43625068,3.326058859,8.528356048,3.444052048,1.70239901,3.383396786,3.77990301,2.47468448,1.17274278,5.39063246,13.82213451,5.883043454,3.51021791,0.86039278,6.944298143,17.80589267,5.075789187,144.6946002,103.2744074,21.17831705,353.2799476,415.7549581,118.0534104,79.63793483,96.77743892,11.85277115,189.0712172,88.35586844,85.90826147,91.76350952,83.2390561,47.05967946,108.7366986,56.96501693,74.30328175,14.09212352,255.733667,224.3833081,117.1521744,61.94224069,83.81487453,378.325047,310.9481021,
13mon_J20,307,8,20,13,'left',,,0.62703836,2.924363882,2.807389327,7.198434171,0.84539056,0.72876847,9.947881043,103.4891547,75.56391142,21.05289626,91.41520573,97.62390044,2.673868173,59.46193932,14.54531438,62.05334612,81.92748788,2.91679681,0.94248925,6.835904803,17.52796103,11.87707954,1.19156623,0.6925112,3.306134159,8.477267074,6.472754706,0.56608963,3.471926258,0.51043647,0.63618589,2.719199238,6.97230574,3.342788281,0.84539056,0.49996566,7.684644802,3.415330783,1.12545777,0.65116286,3.369925978,8.868226258,2.761594249,1.53317142,3.780194796,3.537704634,2.53217459,1.4885152,6.057560822,15.94094953,5.35278231,3.52261972,1.13166395,7.627733714,20.07298346,6.580670404,138.9737343,103.4891547,21.05289626,372.9487406,305.9890276,118.0534104,84.49572421,96.49711273,10.77574968,169.0070012,126.8134059,88.35686789,91.41520573,59.46193932,35.92964873,108.7366986,51.11557565,76.44509939,17.14532822,313.2531848,191.5792291,114.963607,62.05334612,81.92748788,402.7265943,374.9420548,
13mon_J20,307,1,20,13,'right',3,9,0.43605066,3.459641867,3.321256192,9.489303407,2.809584049,0.55401659,7.546753852,84.56284015,58.77945155,21.55939472,97.98890743,103.1488799,1.932779992,48.29160982,23.00559403,56.04337634,89.7053514,2.71950817,0.78388345,8.28487223,23.67106351,13.21463835,1.03747225,0.67111105,4.012594118,11.46455462,7.576411851,0.70131207,5.182755482,0.56318617,0.28360653,3.023954746,8.639870703,3.200112456,0.44902706,0.44570255,6.852644022,2.627184977,0.60375976,0.60291934,2.863410042,6.983926931,2.070898319,0.87358809,3.094169079,2.969453784,2.41972351,1.42832095,6.176955055,15.06574404,6.154626763,3.74964666,1.09770246,8.762019908,21.37078026,7.999019984,120.1626075,84.56284015,21.55939472,371.2092551,299.4613602,120.5552157,97.50999013,110.6692454,5.699644576,135.6324812,113.3409903,95.91785414,97.98890743,48.29160982,37.37309931,105.9513889,48.2055767,71.08880706,17.65009365,326.4465979,228.5355785,141.1737406,56.04337634,89.7053514,540.4558425,427.3563041,
13mon_J20,307,2,20,13,'right',5,9,0.45863199,3.026137467,3.056398842,8.260537411,3.322564858,0.86071026,8.092397977,87.67691969,61.34393847,21.20955431,100.7056712,108.2911697,2.992910759,71.97277813,20.5591966,56.04881126,88.31709135,3.40760088,0.43535408,7.676670946,20.74775931,13.76492379,1.28190756,0.78496724,3.854339624,10.41713412,6.916810734,0.97806787,5.451502805,0.4889288,0.51497221,2.280769995,6.164243229,2.895928569,1.15763522,0.72680688,7.91086871,4.194724496,1.08806706,0.8004694,3.438186295,8.186157846,2.241947812,1.06371402,3.39880715,2.578683252,2.61209679,1.06339991,5.352048607,12.74297287,5.183508706,4.041708,0.90991683,7.840317061,18.66742157,5.76593687,123.1551806,87.67691969,21.20955431,327.9677405,325.2592452,120.9536891,97.19902764,110.0236018,6.841555035,127.3595502,107.3713164,96.92475498,100.7056712,71.97277813,73.80648762,105.9513889,48.99658206,66.95022482,17.35873541,283.875249,226.7102017,136.866354,56.04881126,88.31709135,482.9467118,362.859724,
13mon_J20,307,3,20,13,'right',4,9,0.65470993,2.368311049,2.936705701,7.937042435,2.618433117,0.7120434,8.696694029,87.83492982,58.00096081,20.41631469,100.2233524,108.0679481,4.131380414,92.44633845,18.66739162,58.96817697,89.02660726,3.94160819,0.73438254,8.543207931,23.08975117,12.41869976,1.82246351,1.05172205,4.03487082,10.90505627,4.482302214,1.39060926,2.72351213,0.86950636,0.48299623,2.173379685,5.873999148,1.890130564,0.75976181,0.33658481,8.18260349,3.831804602,0.78484439,0.55964183,2.711540251,8.473563284,3.317806984,0.93716526,2.782942089,3.333027954,2.31577301,1.25283384,5.196758366,16.23986989,10.53108033,3.62483645,1.12936738,8.710800555,27.22125174,10.76217417,118.0067281,87.83492982,20.41631469,337.6351187,316.2231863,120.9536891,97.59892563,108.6816838,6.147992431,119.9666388,123.7485852,93.49402857,100.2233524,92.44633845,93.36999348,98.35808563,47.4836295,69.44065895,14.48876253,341.9732805,287.3482651,130.1567983,58.96817697,89.02660726,508.3355682,464.0294212,
13mon_J20,307,4,20,13,'right',,,0.56108987,2.782537936,2.838188695,8.109110558,2.860756844,0.67765164,9.516969384,87.31529769,59.62868042,23.30118744,97.52772008,106.4558506,3.740570065,86.77131148,22.11258929,55.08461161,87.24720945,4.45414925,0.73760369,9.331645434,26.6618441,14.90569595,2.24006509,0.76466018,4.012929312,11.46551232,6.598721762,1.76688599,5.892197232,1.38876223,0.46299434,2.277004225,6.505726356,2.881553712,1.31662989,0.33668327,9.228247885,4.34705654,1.50820065,0.45239782,2.940516678,9.485537672,3.483040562,1.64181424,2.950260509,3.465750867,3.05233479,1.3094089,5.315786622,17.14769878,9.887632202,4.29439163,1.21072145,7.770961353,25.06761727,10.25763752,124.642159,87.31529769,23.30118744,423.8709118,350.2819671,119.938394,97.56560004,108.4619688,6.549638024,128.9542084,96.24175485,93.45619185,97.52772008,86.77131148,89.81242671,101.9243341,49.89261254,69.97560489,15.44256871,401.1538147,256.6167333,134.8034118,55.08461161,87.24720945,582.6662361,455.0418926,
13mon_J20,307,5,20,13,'right',,,0.43114888,3.390542532,2.983677428,9.041446752,3.976685092,0.76923704,12.11063355,86.59341959,59.33694507,20.90114403,96.8960042,104.18435,3.019379891,74.42714064,20.32056972,60.60422535,90.51661626,4.62272125,0.78039415,8.403506819,25.46517218,14.63499109,2.55497229,0.64316142,3.956720481,11.99006206,7.985242724,2.13389945,6.47699708,1.9444387,0.30076885,2.615007497,7.924265142,3.316363288,2.96457624,0.35773968,12.42714091,4.748179249,2.8991313,0.58901977,3.96303547,12.38448585,4.683292731,2.80177211,3.875402736,5.293379474,3.97163581,1.47124391,6.49913147,20.30978584,11.65107896,5.13209676,1.16481574,8.529720345,26.65537608,14.20490561,123.0376785,86.59341959,20.90114403,392.1713931,325.3192011,119.0545867,96.62742212,108.6430465,5.994090829,136.0454126,116.1671644,93.58001544,96.8960042,74.42714064,67.20350697,107.7836512,52.85490897,76.08324348,16.97307085,412.0182726,254.1512711,134.907284,60.60422535,90.51661626,570.8186693,429.4466105,
13mon_J20,307,6,20,13,'right',,,0.43795371,2.469513924,2.494209063,9.593111781,3.117914129,0.64522719,7.969176758,85.3706434,58.58329786,21.99183823,97.42661259,103.1271605,2.253490136,65.29492852,16.92318093,61.96435771,87.87479834,4.20300066,0.57967203,7.46022628,28.693178,16.71710674,2.14064325,0.61296767,3.006974107,11.56528503,9.815975816,2.10257215,7.012679801,2.09508045,0.28290248,2.412680239,9.27953938,2.630292146,0.95815492,0.3678596,9.743481653,4.836231097,0.66562581,0.55988001,2.764725413,8.639766916,3.571129321,0.50799776,2.550136562,3.724224314,1.71262598,1.2382484,4.627234254,14.46010704,5.066799483,2.7700193,1.14060908,6.106802578,19.08375806,6.13004944,122.4176906,85.3706434,21.99183823,512.0582068,358.1981395,116.220599,97.27689562,106.3644501,5.38695151,141.0869581,117.9286123,95.36574012,97.42661259,65.29492852,60.86806226,107.3108334,50.47358316,72.96509526,16.98272747,364.6316614,210.6422032,124.3897973,61.96435771,87.87479834,469.25437,355.6262755,
13mon_J20,307,7,20,13,'right',,,0.50580907,3.226521311,3.161990885,7.528549726,3.067139767,0.45522308,8.132517566,86.58220072,61.75244039,20.26766124,100.3145633,107.3887211,2.68323905,72.32814062,17.27375675,60.49736899,86.64900063,3.75741387,0.51464934,7.907139828,18.8265234,8.445236559,1.80853213,0.75452006,4.080960029,9.716571497,4.356476352,1.41534168,4.071523988,1.36303219,0.25062036,2.794632516,6.653886943,2.23297975,0.90447831,0.23059273,7.667849417,3.231570577,1.08569336,0.30246329,3.102986379,7.757465947,2.55419273,1.32453203,3.253007027,2.424545355,2.69939399,1.25654781,5.889074879,14.7226872,6.540934957,3.90625501,1.00230281,7.96576436,19.9144109,7.118100142,118.6676332,86.58220072,20.26766124,288.1121876,284.4451817,123.129085,98.475199,109.745611,7.504416234,112.214202,116.3995006,97.03661015,100.3145633,72.32814062,71.4654081,101.5502809,49.34684921,72.10266908,15.99166401,311.3544892,184.979782,129.7455082,60.49736899,86.64900063,393.3465057,422.090313,
13mon_J20,307,8,20,13,'right',,,0.44741082,2.289327841,2.197754728,5.783565072,2.737539721,0.50616062,6.105006513,84.49565651,56.99346507,19.20293965,101.0494525,108.2693715,2.900454051,72.54752629,23.08435388,56.69581489,92.98767726,3.49946111,0.81996867,8.25615064,21.72671221,13.36770467,1.32054675,0.76736772,3.330852821,8.765402161,4.668885148,0.85040921,4.187589222,0.43259454,0.25273228,1.841702204,4.846584746,2.628040489,0.53007531,0.37574196,7.204051897,3.181947033,0.50095558,0.33869052,2.219073572,5.839667295,2.041211207,0.606112,2.319902475,2.749869076,2.10415125,1.1973198,5.226339473,13.75352493,7.586794277,3.49428511,1.01915607,7.780719163,20.47557674,9.507220744,117.9785567,84.49565651,19.20293965,321.6426845,263.0275433,123.3490558,96.49001335,110.2578473,7.827877238,138.1697654,107.2555395,97.23197976,101.0494525,72.54752629,74.04362408,101.5502809,46.7708603,72.18574186,15.9126426,357.7227585,256.9341266,147.7272849,56.69581489,92.98767726,567.2796373,508.2023674,
13mon_J20,310,1,20,13,'left',4,9,0.43321073,2.970047201,2.851245313,8.386015625,0.96990203,0.74404609,8.267053873,102.9377212,76.4507933,21.37532037,106.1119061,110.204157,1.967888715,74.4435106,17.33998577,44.09895566,68.58148203,2.64492035,0.55797889,6.267855327,18.43486861,9.43472058,1.43083334,0.6488359,3.947932796,11.61156705,5.784232651,0.95723498,3.281265405,0.61112475,0.39921141,2.363974762,6.952866948,1.931472971,0.96990203,0.66078997,6.920349736,3.585030887,1.06447124,0.70014048,2.44277132,6.78547589,2.336321058,1.36838055,2.976139394,2.779994824,2.18453932,1.18668562,4.915451664,13.6540324,3.687035361,3.12553644,0.76603663,6.704411677,18.62336577,7.506037734,139.9302279,102.9377212,21.37532037,404.2100957,419.1189312,95.83033079,61.17822087,80.46345611,9.158691331,218.2315327,168.2485434,101.9055638,106.1119061,74.4435106,54.36298802,99.89999978,59.87790648,74.71987663,12.71880519,234.6304256,164.8057937,110.5326706,44.09895566,68.58148203,509.187999,410.4331426,
